notification_id,channel,provider,failure_code,failure_reason,retry_count,final_status,timestamp
notif-2806,email,nodemailer,NETWORK_ERROR,network_error,4,DLQ,2026-06-07T09:41:55.607Z
notif-2807,push,fcm,DND_BLOCKED,dnd_blocked,2,FAILED,2026-06-15T10:16:55.607Z
notif-2808,push,fcm,INVALID_RECIPIENT,invalid_recipient,2,DLQ,2026-04-04T08:29:55.608Z
notif-2809,whatsapp,whatsapp_cloud,DND_BLOCKED,dnd_blocked,5,DLQ,2026-05-16T08:03:55.608Z
notif-2810,push,fcm,INVALID_TEMPLATE,invalid_template,3,FAILED,2026-04-15T08:58:55.608Z
notif-2811,sms,msg91,NETWORK_ERROR,network_error,2,FAILED,2026-04-02T08:00:55.608Z
notif-2812,whatsapp,whatsapp_cloud,PROVIDER_TIMEOUT,provider_timeout,5,DLQ,2026-03-26T10:01:55.608Z
notif-2813,push,fcm,RATE_LIMITED,rate_limited,4,FAILED,2026-06-14T12:45:55.608Z
notif-2814,whatsapp,whatsapp_cloud,NETWORK_ERROR,network_error,1,DLQ,2026-03-18T13:40:55.608Z
notif-2815,email,nodemailer,INVALID_TEMPLATE,invalid_template,1,FAILED,2026-04-25T10:58:55.608Z
notif-2816,whatsapp,whatsapp_cloud,INVALID_RECIPIENT,invalid_recipient,3,FAILED,2026-06-03T13:27:55.608Z
notif-2817,sms,twilio,NETWORK_ERROR,network_error,4,DLQ,2026-03-25T19:09:55.608Z
notif-2818,in_app,in_app,NETWORK_ERROR,network_error,5,FAILED,2026-04-29T11:08:55.608Z
notif-2819,in_app,in_app,INVALID_TEMPLATE,invalid_template,4,FAILED,2026-05-17T08:51:55.608Z
notif-2820,email,nodemailer,NETWORK_ERROR,network_error,1,DLQ,2026-03-20T09:03:55.608Z
notif-2821,whatsapp,whatsapp_cloud,EXPIRED_TOKEN,expired_token,2,FAILED,2026-04-27T11:55:55.608Z
notif-2822,in_app,in_app,INVALID_RECIPIENT,invalid_recipient,2,DLQ,2026-04-13T09:38:55.608Z
notif-2823,in_app,in_app,RATE_LIMITED,rate_limited,3,FAILED,2026-05-01T10:49:55.608Z
notif-2824,in_app,in_app,NETWORK_ERROR,network_error,5,FAILED,2026-05-11T19:09:55.608Z
notif-2825,sms,twilio,INVALID_TEMPLATE,invalid_template,5,FAILED,2026-05-02T12:01:55.608Z
notif-2826,whatsapp,whatsapp_cloud,INVALID_TEMPLATE,invalid_template,4,FAILED,2026-04-16T13:14:55.608Z
notif-2827,whatsapp,whatsapp_cloud,RATE_LIMITED,rate_limited,4,FAILED,2026-04-05T09:22:55.608Z
notif-2828,in_app,in_app,DND_BLOCKED,dnd_blocked,4,DLQ,2026-04-05T11:04:55.608Z
notif-2829,push,fcm,INVALID_TEMPLATE,invalid_template,2,FAILED,2026-06-10T08:57:55.608Z
notif-2830,sms,msg91,EXPIRED_TOKEN,expired_token,1,FAILED,2026-05-02T11:11:55.608Z
notif-2831,whatsapp,whatsapp_cloud,INVALID_RECIPIENT,invalid_recipient,2,FAILED,2026-04-03T11:02:55.608Z
notif-2832,whatsapp,whatsapp_cloud,EXPIRED_TOKEN,expired_token,4,FAILED,2026-04-03T13:41:55.608Z
notif-2833,push,fcm,DND_BLOCKED,dnd_blocked,4,FAILED,2026-05-11T08:29:55.608Z
notif-2834,email,nodemailer,NETWORK_ERROR,network_error,5,FAILED,2026-04-09T09:51:55.608Z
notif-2835,push,fcm,RATE_LIMITED,rate_limited,2,DLQ,2026-05-30T19:09:55.608Z
notif-2836,email,nodemailer,NETWORK_ERROR,network_error,2,DLQ,2026-05-24T08:12:55.608Z
notif-2837,sms,twilio,EXPIRED_TOKEN,expired_token,5,FAILED,2026-04-20T11:10:55.608Z
notif-2838,sms,twilio,NETWORK_ERROR,network_error,1,FAILED,2026-04-07T11:52:55.608Z
notif-2839,whatsapp,whatsapp_cloud,PROVIDER_TIMEOUT,provider_timeout,2,FAILED,2026-04-03T12:25:55.608Z
notif-2840,push,fcm,RATE_LIMITED,rate_limited,3,FAILED,2026-05-12T11:35:55.608Z
notif-2841,push,fcm,INVALID_RECIPIENT,invalid_recipient,4,FAILED,2026-04-25T12:11:55.608Z
notif-2842,sms,msg91,EXPIRED_TOKEN,expired_token,2,FAILED,2026-04-26T19:09:55.608Z
notif-2843,push,fcm,INVALID_TEMPLATE,invalid_template,1,FAILED,2026-04-14T09:22:55.608Z
notif-2844,sms,twilio,RATE_LIMITED,rate_limited,4,FAILED,2026-04-18T12:43:55.608Z
notif-2845,whatsapp,whatsapp_cloud,EXPIRED_TOKEN,expired_token,4,FAILED,2026-05-29T19:09:55.608Z
notif-2846,push,fcm,NETWORK_ERROR,network_error,2,DLQ,2026-05-02T09:42:55.608Z
notif-2847,in_app,in_app,DND_BLOCKED,dnd_blocked,3,DLQ,2026-06-05T11:26:55.608Z
notif-2848,push,fcm,PROVIDER_TIMEOUT,provider_timeout,1,DLQ,2026-05-05T09:01:55.608Z
notif-2849,in_app,in_app,INVALID_TEMPLATE,invalid_template,2,DLQ,2026-05-24T19:09:55.608Z
notif-2850,whatsapp,whatsapp_cloud,INVALID_TEMPLATE,invalid_template,5,DLQ,2026-05-02T13:44:55.608Z
notif-2851,in_app,in_app,EXPIRED_TOKEN,expired_token,1,FAILED,2026-06-01T11:43:55.608Z
notif-2852,push,fcm,PROVIDER_TIMEOUT,provider_timeout,2,FAILED,2026-04-02T12:00:55.608Z
notif-2853,push,fcm,DND_BLOCKED,dnd_blocked,3,FAILED,2026-05-17T19:09:55.608Z
notif-2854,email,nodemailer,INVALID_RECIPIENT,invalid_recipient,3,DLQ,2026-06-09T08:01:55.608Z
notif-2855,in_app,in_app,DND_BLOCKED,dnd_blocked,3,FAILED,2026-06-01T10:52:55.608Z
notif-2856,email,nodemailer,PROVIDER_TIMEOUT,provider_timeout,1,FAILED,2026-04-07T12:16:55.608Z
notif-2857,push,fcm,RATE_LIMITED,rate_limited,3,DLQ,2026-06-14T10:25:55.608Z
notif-2858,in_app,in_app,RATE_LIMITED,rate_limited,2,FAILED,2026-04-01T08:03:55.608Z
notif-2859,push,fcm,PROVIDER_TIMEOUT,provider_timeout,5,FAILED,2026-05-02T12:26:55.608Z
notif-2860,in_app,in_app,RATE_LIMITED,rate_limited,2,FAILED,2026-04-30T12:07:55.608Z
notif-2861,email,nodemailer,INVALID_TEMPLATE,invalid_template,3,FAILED,2026-03-20T11:42:55.608Z
notif-2862,in_app,in_app,INVALID_TEMPLATE,invalid_template,5,DLQ,2026-03-21T08:29:55.608Z
notif-2863,in_app,in_app,RATE_LIMITED,rate_limited,5,FAILED,2026-04-26T09:01:55.608Z
notif-2864,in_app,in_app,DND_BLOCKED,dnd_blocked,4,DLQ,2026-06-08T12:54:55.608Z
notif-2865,in_app,in_app,INVALID_TEMPLATE,invalid_template,4,FAILED,2026-06-13T13:33:55.608Z
notif-2866,whatsapp,whatsapp_cloud,NETWORK_ERROR,network_error,2,DLQ,2026-05-06T08:13:55.608Z
notif-2867,sms,msg91,EXPIRED_TOKEN,expired_token,1,DLQ,2026-06-02T13:14:55.608Z
notif-2868,sms,msg91,NETWORK_ERROR,network_error,2,FAILED,2026-04-02T19:09:55.608Z
notif-2869,sms,twilio,INVALID_RECIPIENT,invalid_recipient,1,FAILED,2026-04-13T10:52:55.608Z
notif-2870,in_app,in_app,NETWORK_ERROR,network_error,5,FAILED,2026-03-24T19:09:55.608Z
notif-2871,email,nodemailer,INVALID_TEMPLATE,invalid_template,4,FAILED,2026-05-06T11:32:55.608Z
notif-2872,email,nodemailer,NETWORK_ERROR,network_error,4,FAILED,2026-05-29T13:51:55.608Z
notif-2873,push,fcm,EXPIRED_TOKEN,expired_token,5,FAILED,2026-04-26T11:30:55.608Z
notif-2874,in_app,in_app,EXPIRED_TOKEN,expired_token,2,FAILED,2026-04-14T11:47:55.608Z
notif-2875,push,fcm,EXPIRED_TOKEN,expired_token,4,FAILED,2026-04-15T11:24:55.608Z
notif-2876,sms,msg91,PROVIDER_TIMEOUT,provider_timeout,5,FAILED,2026-04-22T19:09:55.608Z
notif-2877,whatsapp,whatsapp_cloud,NETWORK_ERROR,network_error,3,FAILED,2026-04-21T08:07:55.608Z
notif-2878,push,fcm,EXPIRED_TOKEN,expired_token,5,FAILED,2026-04-28T19:09:55.608Z
notif-2879,email,nodemailer,RATE_LIMITED,rate_limited,1,FAILED,2026-05-17T13:11:55.608Z
notif-2880,in_app,in_app,EXPIRED_TOKEN,expired_token,1,FAILED,2026-04-14T10:31:55.608Z
notif-2881,in_app,in_app,NETWORK_ERROR,network_error,3,DLQ,2026-05-17T10:22:55.608Z
notif-2882,email,nodemailer,RATE_LIMITED,rate_limited,4,FAILED,2026-04-11T19:09:55.608Z
notif-2883,email,nodemailer,EXPIRED_TOKEN,expired_token,3,DLQ,2026-04-12T12:57:55.608Z
notif-2884,in_app,in_app,NETWORK_ERROR,network_error,3,FAILED,2026-05-01T10:27:55.608Z
notif-2885,email,nodemailer,INVALID_TEMPLATE,invalid_template,2,DLQ,2026-05-28T08:29:55.608Z
notif-2886,sms,twilio,RATE_LIMITED,rate_limited,4,FAILED,2026-06-06T10:43:55.608Z
notif-2887,email,nodemailer,RATE_LIMITED,rate_limited,1,FAILED,2026-04-08T19:09:55.608Z
notif-2888,push,fcm,NETWORK_ERROR,network_error,4,FAILED,2026-05-03T11:31:55.608Z
notif-2889,whatsapp,whatsapp_cloud,NETWORK_ERROR,network_error,3,DLQ,2026-05-31T10:00:55.608Z
notif-2890,sms,msg91,PROVIDER_TIMEOUT,provider_timeout,5,FAILED,2026-06-11T09:19:55.608Z
notif-2891,sms,twilio,RATE_LIMITED,rate_limited,3,FAILED,2026-04-09T11:15:55.608Z
notif-2892,sms,twilio,INVALID_TEMPLATE,invalid_template,4,FAILED,2026-04-24T11:36:55.608Z
notif-2893,email,nodemailer,INVALID_TEMPLATE,invalid_template,1,FAILED,2026-06-06T09:26:55.608Z
notif-2894,in_app,in_app,INVALID_RECIPIENT,invalid_recipient,1,FAILED,2026-05-20T19:09:55.608Z
notif-2895,push,fcm,DND_BLOCKED,dnd_blocked,3,DLQ,2026-04-05T13:29:55.608Z
notif-2896,whatsapp,whatsapp_cloud,INVALID_TEMPLATE,invalid_template,1,DLQ,2026-05-02T12:41:55.608Z
notif-2897,email,nodemailer,INVALID_TEMPLATE,invalid_template,2,FAILED,2026-06-15T13:28:55.608Z
notif-2898,sms,twilio,INVALID_RECIPIENT,invalid_recipient,5,DLQ,2026-04-18T13:45:55.608Z
notif-2899,whatsapp,whatsapp_cloud,NETWORK_ERROR,network_error,4,FAILED,2026-05-17T09:00:55.608Z
notif-2900,sms,twilio,INVALID_RECIPIENT,invalid_recipient,5,FAILED,2026-04-10T10:43:55.608Z
notif-2901,whatsapp,whatsapp_cloud,PROVIDER_TIMEOUT,provider_timeout,4,FAILED,2026-04-07T19:09:55.608Z
notif-2902,push,fcm,RATE_LIMITED,rate_limited,5,FAILED,2026-06-09T11:07:55.608Z
notif-2903,sms,msg91,PROVIDER_TIMEOUT,provider_timeout,1,FAILED,2026-06-10T19:09:55.608Z
notif-2904,sms,msg91,NETWORK_ERROR,network_error,1,DLQ,2026-05-17T11:47:55.608Z
notif-2905,push,fcm,NETWORK_ERROR,network_error,1,FAILED,2026-05-07T08:28:55.608Z
notif-2906,in_app,in_app,RATE_LIMITED,rate_limited,3,DLQ,2026-06-02T12:24:55.608Z
notif-2907,email,nodemailer,INVALID_TEMPLATE,invalid_template,3,FAILED,2026-06-09T19:09:55.608Z
notif-2908,whatsapp,whatsapp_cloud,INVALID_TEMPLATE,invalid_template,5,FAILED,2026-03-19T09:44:55.608Z
notif-2909,push,fcm,PROVIDER_TIMEOUT,provider_timeout,5,FAILED,2026-04-17T08:12:55.608Z
notif-2910,whatsapp,whatsapp_cloud,DND_BLOCKED,dnd_blocked,2,DLQ,2026-04-08T08:46:55.608Z
notif-2911,email,nodemailer,INVALID_RECIPIENT,invalid_recipient,3,DLQ,2026-04-21T12:15:55.608Z
notif-2912,in_app,in_app,PROVIDER_TIMEOUT,provider_timeout,5,FAILED,2026-04-28T10:43:55.608Z
notif-2913,push,fcm,DND_BLOCKED,dnd_blocked,3,FAILED,2026-03-18T13:49:55.608Z
notif-2914,sms,msg91,EXPIRED_TOKEN,expired_token,2,FAILED,2026-04-20T11:40:55.608Z
notif-2915,whatsapp,whatsapp_cloud,PROVIDER_TIMEOUT,provider_timeout,5,DLQ,2026-04-22T13:34:55.608Z
notif-2916,whatsapp,whatsapp_cloud,PROVIDER_TIMEOUT,provider_timeout,1,FAILED,2026-06-12T19:09:55.608Z
notif-2917,whatsapp,whatsapp_cloud,INVALID_TEMPLATE,invalid_template,2,FAILED,2026-06-07T13:58:55.608Z
notif-2918,email,nodemailer,EXPIRED_TOKEN,expired_token,2,FAILED,2026-05-30T08:58:55.608Z
notif-2919,whatsapp,whatsapp_cloud,DND_BLOCKED,dnd_blocked,5,FAILED,2026-06-04T11:11:55.608Z
notif-2920,email,nodemailer,DND_BLOCKED,dnd_blocked,3,FAILED,2026-06-03T11:02:55.608Z
notif-2921,email,nodemailer,PROVIDER_TIMEOUT,provider_timeout,4,FAILED,2026-06-08T19:09:55.608Z
notif-2922,push,fcm,INVALID_TEMPLATE,invalid_template,5,FAILED,2026-05-12T11:11:55.608Z
notif-2923,in_app,in_app,DND_BLOCKED,dnd_blocked,2,FAILED,2026-04-07T09:33:55.608Z
notif-2924,sms,twilio,DND_BLOCKED,dnd_blocked,4,FAILED,2026-05-03T10:37:55.608Z
notif-2925,push,fcm,INVALID_RECIPIENT,invalid_recipient,4,FAILED,2026-05-21T19:09:55.608Z
notif-2926,whatsapp,whatsapp_cloud,RATE_LIMITED,rate_limited,5,FAILED,2026-03-26T10:44:55.608Z
notif-2927,whatsapp,whatsapp_cloud,INVALID_TEMPLATE,invalid_template,4,DLQ,2026-06-07T13:27:55.608Z
notif-2928,push,fcm,PROVIDER_TIMEOUT,provider_timeout,2,FAILED,2026-03-21T10:24:55.608Z
notif-2929,sms,twilio,INVALID_RECIPIENT,invalid_recipient,4,FAILED,2026-06-01T19:09:55.608Z
notif-2930,in_app,in_app,DND_BLOCKED,dnd_blocked,4,DLQ,2026-05-03T19:09:55.608Z
notif-2931,whatsapp,whatsapp_cloud,NETWORK_ERROR,network_error,1,DLQ,2026-05-11T11:01:55.608Z
notif-2932,email,nodemailer,EXPIRED_TOKEN,expired_token,4,FAILED,2026-05-25T13:15:55.608Z
notif-2933,email,nodemailer,NETWORK_ERROR,network_error,1,DLQ,2026-05-23T13:30:55.608Z
notif-2934,email,nodemailer,INVALID_RECIPIENT,invalid_recipient,1,DLQ,2026-06-12T09:56:55.608Z
notif-2935,sms,twilio,INVALID_TEMPLATE,invalid_template,3,FAILED,2026-04-25T11:46:55.608Z
notif-2936,push,fcm,DND_BLOCKED,dnd_blocked,2,DLQ,2026-03-19T10:41:55.608Z
notif-2937,in_app,in_app,NETWORK_ERROR,network_error,1,FAILED,2026-04-23T19:09:55.608Z
notif-2938,in_app,in_app,NETWORK_ERROR,network_error,4,FAILED,2026-06-09T12:33:55.608Z
notif-2939,in_app,in_app,EXPIRED_TOKEN,expired_token,1,DLQ,2026-05-11T08:24:55.608Z
notif-2940,sms,twilio,DND_BLOCKED,dnd_blocked,2,FAILED,2026-05-17T11:33:55.608Z
notif-2941,sms,twilio,PROVIDER_TIMEOUT,provider_timeout,1,FAILED,2026-05-24T11:55:55.608Z
notif-2942,email,nodemailer,INVALID_TEMPLATE,invalid_template,5,FAILED,2026-05-14T13:38:55.608Z
notif-2943,push,fcm,EXPIRED_TOKEN,expired_token,4,FAILED,2026-06-06T12:10:55.608Z
notif-2944,push,fcm,INVALID_TEMPLATE,invalid_template,2,FAILED,2026-05-21T11:24:55.608Z
notif-2945,sms,msg91,INVALID_TEMPLATE,invalid_template,2,FAILED,2026-06-05T10:21:55.608Z
notif-2946,sms,twilio,RATE_LIMITED,rate_limited,5,DLQ,2026-05-30T10:04:55.608Z
notif-2947,email,nodemailer,EXPIRED_TOKEN,expired_token,4,FAILED,2026-05-17T13:24:55.608Z
notif-2948,email,nodemailer,RATE_LIMITED,rate_limited,2,FAILED,2026-06-08T11:59:55.608Z
notif-2949,sms,msg91,RATE_LIMITED,rate_limited,5,FAILED,2026-05-28T13:58:55.608Z
notif-2950,push,fcm,EXPIRED_TOKEN,expired_token,4,FAILED,2026-04-04T11:48:55.608Z
notif-2951,whatsapp,whatsapp_cloud,RATE_LIMITED,rate_limited,2,FAILED,2026-06-09T08:25:55.608Z
notif-2952,whatsapp,whatsapp_cloud,PROVIDER_TIMEOUT,provider_timeout,4,DLQ,2026-05-27T19:09:55.608Z
notif-2953,sms,msg91,NETWORK_ERROR,network_error,2,FAILED,2026-04-04T13:07:55.608Z
notif-2954,whatsapp,whatsapp_cloud,DND_BLOCKED,dnd_blocked,2,FAILED,2026-04-09T12:18:55.608Z
notif-2955,in_app,in_app,INVALID_RECIPIENT,invalid_recipient,4,FAILED,2026-05-27T19:09:55.608Z
notif-2956,email,nodemailer,NETWORK_ERROR,network_error,2,FAILED,2026-03-25T13:29:55.608Z
notif-2957,email,nodemailer,NETWORK_ERROR,network_error,5,FAILED,2026-03-22T10:30:55.608Z
notif-2958,whatsapp,whatsapp_cloud,RATE_LIMITED,rate_limited,1,FAILED,2026-04-01T12:28:55.608Z
notif-2959,in_app,in_app,RATE_LIMITED,rate_limited,5,FAILED,2026-06-03T08:32:55.608Z
notif-2960,whatsapp,whatsapp_cloud,NETWORK_ERROR,network_error,1,FAILED,2026-03-27T09:42:55.608Z
notif-2961,email,nodemailer,EXPIRED_TOKEN,expired_token,2,FAILED,2026-05-09T09:06:55.608Z
notif-2962,sms,twilio,PROVIDER_TIMEOUT,provider_timeout,3,FAILED,2026-06-07T13:06:55.608Z
notif-2963,push,fcm,NETWORK_ERROR,network_error,1,FAILED,2026-03-24T13:45:55.608Z
notif-2964,sms,twilio,NETWORK_ERROR,network_error,1,DLQ,2026-06-08T11:10:55.608Z
notif-2965,sms,twilio,INVALID_RECIPIENT,invalid_recipient,1,FAILED,2026-04-16T13:08:55.608Z
notif-2966,in_app,in_app,INVALID_RECIPIENT,invalid_recipient,3,DLQ,2026-06-03T11:02:55.608Z
notif-2967,sms,msg91,NETWORK_ERROR,network_error,5,DLQ,2026-05-26T12:21:55.608Z
notif-2968,push,fcm,DND_BLOCKED,dnd_blocked,5,FAILED,2026-03-27T11:55:55.608Z
notif-2969,in_app,in_app,INVALID_RECIPIENT,invalid_recipient,5,DLQ,2026-04-20T12:48:55.608Z
notif-2970,email,nodemailer,PROVIDER_TIMEOUT,provider_timeout,1,DLQ,2026-04-20T11:06:55.608Z
notif-2971,email,nodemailer,PROVIDER_TIMEOUT,provider_timeout,5,DLQ,2026-04-23T19:09:55.608Z
notif-2972,email,nodemailer,DND_BLOCKED,dnd_blocked,5,FAILED,2026-06-10T12:58:55.608Z
notif-2973,in_app,in_app,INVALID_TEMPLATE,invalid_template,4,FAILED,2026-05-09T09:18:55.608Z
notif-2974,whatsapp,whatsapp_cloud,EXPIRED_TOKEN,expired_token,4,DLQ,2026-05-12T09:31:55.608Z
notif-2975,email,nodemailer,RATE_LIMITED,rate_limited,3,DLQ,2026-04-05T11:41:55.608Z
notif-2976,sms,twilio,RATE_LIMITED,rate_limited,4,FAILED,2026-04-21T13:21:55.608Z
notif-2977,whatsapp,whatsapp_cloud,EXPIRED_TOKEN,expired_token,4,FAILED,2026-04-26T10:06:55.608Z
notif-2978,sms,twilio,PROVIDER_TIMEOUT,provider_timeout,5,FAILED,2026-04-22T08:20:55.608Z
notif-2979,whatsapp,whatsapp_cloud,INVALID_RECIPIENT,invalid_recipient,5,FAILED,2026-05-27T12:01:55.608Z
notif-2980,push,fcm,EXPIRED_TOKEN,expired_token,3,FAILED,2026-03-27T13:14:55.608Z
notif-2981,push,fcm,INVALID_TEMPLATE,invalid_template,1,DLQ,2026-03-27T12:19:55.608Z
notif-2982,email,nodemailer,PROVIDER_TIMEOUT,provider_timeout,2,FAILED,2026-04-01T12:50:55.608Z
notif-2983,email,nodemailer,PROVIDER_TIMEOUT,provider_timeout,3,FAILED,2026-06-05T12:28:55.608Z
notif-2984,in_app,in_app,NETWORK_ERROR,network_error,1,FAILED,2026-04-30T13:53:55.608Z
notif-2985,whatsapp,whatsapp_cloud,INVALID_RECIPIENT,invalid_recipient,3,FAILED,2026-04-22T12:31:55.608Z
notif-2986,in_app,in_app,EXPIRED_TOKEN,expired_token,3,FAILED,2026-04-10T19:09:55.608Z
notif-2987,whatsapp,whatsapp_cloud,INVALID_TEMPLATE,invalid_template,2,FAILED,2026-05-29T19:09:55.608Z
notif-2988,whatsapp,whatsapp_cloud,EXPIRED_TOKEN,expired_token,1,DLQ,2026-03-23T10:50:55.608Z
notif-2989,whatsapp,whatsapp_cloud,EXPIRED_TOKEN,expired_token,3,DLQ,2026-05-02T10:16:55.608Z
notif-2990,in_app,in_app,EXPIRED_TOKEN,expired_token,4,DLQ,2026-04-29T13:45:55.608Z
notif-2991,sms,twilio,DND_BLOCKED,dnd_blocked,3,FAILED,2026-05-04T12:45:55.608Z
notif-2992,sms,msg91,INVALID_TEMPLATE,invalid_template,4,DLQ,2026-05-18T10:24:55.608Z
notif-2993,email,nodemailer,EXPIRED_TOKEN,expired_token,4,FAILED,2026-05-11T09:52:55.608Z
notif-2994,sms,msg91,INVALID_TEMPLATE,invalid_template,3,FAILED,2026-04-22T10:23:55.608Z
notif-2995,in_app,in_app,PROVIDER_TIMEOUT,provider_timeout,1,FAILED,2026-04-14T10:24:55.608Z
notif-2996,in_app,in_app,RATE_LIMITED,rate_limited,2,DLQ,2026-05-20T19:09:55.608Z
notif-2997,email,nodemailer,NETWORK_ERROR,network_error,1,FAILED,2026-03-29T09:11:55.608Z
notif-2998,push,fcm,EXPIRED_TOKEN,expired_token,4,FAILED,2026-04-07T19:09:55.608Z
notif-2999,in_app,in_app,PROVIDER_TIMEOUT,provider_timeout,4,DLQ,2026-03-18T08:32:55.608Z
notif-3000,email,nodemailer,NETWORK_ERROR,network_error,5,FAILED,2026-04-10T13:37:55.608Z
notif-3001,email,nodemailer,RATE_LIMITED,rate_limited,2,DLQ,2026-04-12T08:50:55.608Z
notif-3002,email,nodemailer,EXPIRED_TOKEN,expired_token,2,FAILED,2026-05-08T13:09:55.608Z
notif-3003,whatsapp,whatsapp_cloud,INVALID_RECIPIENT,invalid_recipient,1,FAILED,2026-05-12T08:04:55.608Z
notif-3004,in_app,in_app,EXPIRED_TOKEN,expired_token,5,FAILED,2026-06-13T12:07:55.608Z
notif-3005,email,nodemailer,EXPIRED_TOKEN,expired_token,1,FAILED,2026-04-25T13:47:55.608Z
notif-3006,in_app,in_app,RATE_LIMITED,rate_limited,5,FAILED,2026-04-15T11:13:55.608Z
notif-3007,whatsapp,whatsapp_cloud,DND_BLOCKED,dnd_blocked,2,FAILED,2026-06-13T09:19:55.608Z
notif-3008,email,nodemailer,EXPIRED_TOKEN,expired_token,5,FAILED,2026-06-06T10:35:55.608Z
notif-3009,sms,msg91,RATE_LIMITED,rate_limited,3,FAILED,2026-05-02T09:21:55.608Z
notif-3010,in_app,in_app,INVALID_TEMPLATE,invalid_template,5,FAILED,2026-05-08T09:55:55.608Z
notif-3011,push,fcm,DND_BLOCKED,dnd_blocked,3,FAILED,2026-05-08T09:14:55.608Z
notif-3012,email,nodemailer,INVALID_TEMPLATE,invalid_template,3,DLQ,2026-05-04T10:41:55.608Z
notif-3013,whatsapp,whatsapp_cloud,DND_BLOCKED,dnd_blocked,3,DLQ,2026-04-05T12:56:55.608Z
notif-3014,push,fcm,PROVIDER_TIMEOUT,provider_timeout,5,FAILED,2026-03-23T10:49:55.608Z
notif-3015,email,nodemailer,INVALID_RECIPIENT,invalid_recipient,5,FAILED,2026-03-25T11:46:55.608Z
notif-3016,email,nodemailer,PROVIDER_TIMEOUT,provider_timeout,3,FAILED,2026-06-12T11:34:55.608Z
notif-3017,whatsapp,whatsapp_cloud,INVALID_TEMPLATE,invalid_template,4,FAILED,2026-06-11T19:09:55.608Z
notif-3018,sms,msg91,NETWORK_ERROR,network_error,1,FAILED,2026-06-07T13:55:55.608Z
notif-3019,whatsapp,whatsapp_cloud,NETWORK_ERROR,network_error,2,FAILED,2026-04-03T13:44:55.608Z
notif-3020,in_app,in_app,INVALID_RECIPIENT,invalid_recipient,3,DLQ,2026-05-24T19:09:55.608Z
notif-3021,email,nodemailer,INVALID_TEMPLATE,invalid_template,2,DLQ,2026-05-04T09:16:55.608Z
notif-3022,push,fcm,NETWORK_ERROR,network_error,5,FAILED,2026-04-24T09:26:55.608Z
notif-3023,push,fcm,NETWORK_ERROR,network_error,4,DLQ,2026-04-18T10:21:55.608Z
notif-3024,in_app,in_app,PROVIDER_TIMEOUT,provider_timeout,2,DLQ,2026-05-26T10:21:55.608Z
notif-3025,email,nodemailer,DND_BLOCKED,dnd_blocked,5,FAILED,2026-05-20T10:23:55.608Z
notif-3026,sms,msg91,INVALID_TEMPLATE,invalid_template,2,FAILED,2026-05-09T13:34:55.608Z
notif-3027,whatsapp,whatsapp_cloud,PROVIDER_TIMEOUT,provider_timeout,2,FAILED,2026-06-15T10:30:55.608Z
notif-3028,in_app,in_app,PROVIDER_TIMEOUT,provider_timeout,1,FAILED,2026-06-10T08:11:55.608Z
notif-3029,email,nodemailer,INVALID_RECIPIENT,invalid_recipient,5,DLQ,2026-04-14T11:41:55.608Z
notif-3030,email,nodemailer,PROVIDER_TIMEOUT,provider_timeout,1,FAILED,2026-04-20T11:36:55.608Z
notif-3031,sms,twilio,PROVIDER_TIMEOUT,provider_timeout,5,FAILED,2026-05-04T11:37:55.608Z
notif-3032,in_app,in_app,EXPIRED_TOKEN,expired_token,5,FAILED,2026-04-03T10:18:55.608Z
notif-3033,email,nodemailer,INVALID_RECIPIENT,invalid_recipient,5,FAILED,2026-03-30T19:09:55.608Z
notif-3034,email,nodemailer,INVALID_TEMPLATE,invalid_template,5,FAILED,2026-05-18T19:09:55.608Z
notif-3035,in_app,in_app,NETWORK_ERROR,network_error,2,DLQ,2026-05-29T09:45:55.608Z
notif-3036,email,nodemailer,PROVIDER_TIMEOUT,provider_timeout,2,FAILED,2026-05-31T08:10:55.608Z
notif-3037,whatsapp,whatsapp_cloud,INVALID_RECIPIENT,invalid_recipient,5,FAILED,2026-06-09T08:40:55.608Z
notif-3038,whatsapp,whatsapp_cloud,DND_BLOCKED,dnd_blocked,3,FAILED,2026-06-10T13:21:55.608Z
notif-3039,email,nodemailer,EXPIRED_TOKEN,expired_token,1,FAILED,2026-03-28T12:31:55.608Z
notif-3040,in_app,in_app,INVALID_TEMPLATE,invalid_template,1,FAILED,2026-05-05T12:21:55.608Z
notif-3041,whatsapp,whatsapp_cloud,INVALID_RECIPIENT,invalid_recipient,3,DLQ,2026-03-24T10:42:55.608Z
notif-3042,in_app,in_app,INVALID_RECIPIENT,invalid_recipient,2,FAILED,2026-04-15T11:21:55.608Z
notif-3043,push,fcm,DND_BLOCKED,dnd_blocked,5,FAILED,2026-03-31T11:22:55.608Z
notif-3044,sms,msg91,DND_BLOCKED,dnd_blocked,2,FAILED,2026-04-02T11:56:55.608Z
notif-3045,push,fcm,PROVIDER_TIMEOUT,provider_timeout,3,FAILED,2026-04-16T09:56:55.608Z
notif-3046,email,nodemailer,NETWORK_ERROR,network_error,2,DLQ,2026-04-09T12:56:55.608Z
notif-3047,sms,msg91,INVALID_TEMPLATE,invalid_template,3,FAILED,2026-04-16T19:09:55.608Z
notif-3048,push,fcm,INVALID_RECIPIENT,invalid_recipient,4,DLQ,2026-05-17T12:34:55.608Z
