complaint_id,user_id,complaint_type,channel,event_type,description,timestamp,resolved
complaint-921,user-2982,too_many_notifications,email,REGX-005,User complaint: too many notifications,2026-06-04T13:04:36.402Z,true
complaint-922,user-7036,missing_critical_notification,sms,RISK-002,User complaint: missing critical notification,2026-06-04T12:00:36.402Z,false
complaint-923,user-6382,wrong_time,in_app,TXNX-004,User complaint: wrong time,2026-05-21T13:13:36.402Z,false
complaint-924,user-8138,too_many_notifications,in_app,TXNX-003,User complaint: too many notifications,2026-05-25T11:36:36.402Z,true
complaint-925,user-5008,wrong_time,in_app,SIPX-002,User complaint: wrong time,2026-05-23T12:28:36.402Z,false
complaint-926,user-7473,wrong_time,push,TXNX-005,User complaint: wrong time,2026-06-04T12:26:36.402Z,true
complaint-927,user-5822,wrong_time,email,TXNX-004,User complaint: wrong time,2026-05-22T10:27:36.402Z,false
complaint-928,user-8911,too_many_notifications,email,TXNX-003,User complaint: too many notifications,2026-05-24T09:44:36.402Z,true
complaint-929,user-1876,too_many_notifications,push,RISK-003,User complaint: too many notifications,2026-06-15T13:16:36.402Z,true
complaint-930,user-5413,wrong_channel,in_app,SIPX-001,User complaint: wrong channel,2026-06-07T10:26:36.402Z,true
complaint-931,user-1421,wrong_channel,whatsapp,TXNX-003,User complaint: wrong channel,2026-05-19T10:26:36.402Z,true
complaint-932,user-9757,too_many_notifications,in_app,RISK-002,User complaint: too many notifications,2026-06-07T08:35:36.402Z,true
complaint-933,user-811,irrelevant_content,push,TXNX-002,User complaint: irrelevant content,2026-05-19T10:26:36.402Z,true
complaint-934,user-1521,too_many_notifications,push,MKTX-004,User complaint: too many notifications,2026-06-07T11:18:36.402Z,true
complaint-935,user-1897,too_many_notifications,whatsapp,RISK-003,User complaint: too many notifications,2026-05-27T11:26:36.402Z,false
complaint-936,user-6084,wrong_channel,in_app,REGX-005,User complaint: wrong channel,2026-06-01T10:26:36.402Z,false
complaint-937,user-1199,wrong_time,email,RISK-005,User complaint: wrong time,2026-06-09T12:06:36.402Z,true
complaint-938,user-6678,too_many_notifications,in_app,RISK-002,User complaint: too many notifications,2026-06-14T11:30:36.402Z,false
complaint-939,user-9485,wrong_time,email,RISK-003,User complaint: wrong time,2026-06-11T10:58:36.402Z,false
complaint-940,user-1594,wrong_time,whatsapp,TXNX-002,User complaint: wrong time,2026-05-21T13:57:36.402Z,true
complaint-941,user-6551,wrong_time,in_app,RISK-005,User complaint: wrong time,2026-05-23T10:26:36.402Z,true
complaint-942,user-4486,too_many_notifications,sms,TXNX-003,User complaint: too many notifications,2026-06-11T12:24:36.402Z,false
complaint-943,user-1067,missing_critical_notification,in_app,TXNX-002,User complaint: missing critical notification,2026-06-08T11:54:36.402Z,true
complaint-944,user-8945,irrelevant_content,in_app,TXNX-001,User complaint: irrelevant content,2026-05-20T13:42:36.402Z,true
complaint-945,user-6416,irrelevant_content,email,SIPX-005,User complaint: irrelevant content,2026-06-08T09:39:36.402Z,true
complaint-946,user-3440,missing_critical_notification,in_app,RISK-002,User complaint: missing critical notification,2026-06-14T13:46:36.402Z,true
complaint-947,user-6058,wrong_channel,sms,TXNX-004,User complaint: wrong channel,2026-06-06T12:22:36.402Z,true
complaint-948,user-8096,wrong_channel,in_app,SIPX-004,User complaint: wrong channel,2026-06-12T13:43:36.402Z,false
complaint-949,user-9748,irrelevant_content,sms,SIPX-001,User complaint: irrelevant content,2026-05-19T11:13:36.402Z,true
complaint-950,user-6197,too_many_notifications,in_app,MKTX-005,User complaint: too many notifications,2026-05-25T12:06:36.402Z,false
complaint-951,user-8028,wrong_channel,email,TXNX-002,User complaint: wrong channel,2026-05-20T12:42:36.402Z,false
complaint-952,user-3280,wrong_time,email,SIPX-004,User complaint: wrong time,2026-05-31T09:05:36.402Z,false
complaint-953,user-7689,irrelevant_content,email,SIPX-002,User complaint: irrelevant content,2026-05-26T13:43:36.402Z,true
complaint-954,user-1340,too_many_notifications,email,TXNX-004,User complaint: too many notifications,2026-06-06T13:44:36.402Z,true
complaint-955,user-7699,too_many_notifications,email,TXNX-005,User complaint: too many notifications,2026-06-14T12:06:36.402Z,false
complaint-956,user-606,wrong_time,sms,MKTX-001,User complaint: wrong time,2026-05-19T08:27:36.402Z,false
complaint-957,user-4201,irrelevant_content,whatsapp,TXNX-004,User complaint: irrelevant content,2026-06-02T13:08:36.402Z,true
complaint-958,user-8086,irrelevant_content,sms,TXNX-001,User complaint: irrelevant content,2026-06-07T11:57:36.402Z,true
complaint-959,user-1373,too_many_notifications,email,TXNX-001,User complaint: too many notifications,2026-06-10T13:06:36.402Z,true
complaint-960,user-9954,wrong_time,whatsapp,MKTX-001,User complaint: wrong time,2026-06-04T13:30:36.402Z,true
complaint-961,user-5333,too_many_notifications,whatsapp,TXNX-001,User complaint: too many notifications,2026-05-24T08:58:36.402Z,true
complaint-962,user-1781,irrelevant_content,in_app,TXNX-001,User complaint: irrelevant content,2026-05-28T10:26:36.402Z,true
complaint-963,user-9503,irrelevant_content,email,MKTX-002,User complaint: irrelevant content,2026-05-24T10:57:36.402Z,false
complaint-964,user-3418,irrelevant_content,push,SIPX-004,User complaint: irrelevant content,2026-05-23T09:31:36.402Z,true
complaint-965,user-3177,irrelevant_content,sms,TXNX-001,User complaint: irrelevant content,2026-05-22T12:49:36.402Z,true
complaint-966,user-5368,too_many_notifications,email,RISK-005,User complaint: too many notifications,2026-06-11T13:58:36.402Z,false
complaint-967,user-9581,irrelevant_content,sms,REGX-005,User complaint: irrelevant content,2026-06-08T09:08:36.402Z,true
complaint-968,user-5700,wrong_time,sms,TXNX-004,User complaint: wrong time,2026-05-20T11:40:36.402Z,false
complaint-969,user-9643,too_many_notifications,push,TXNX-003,User complaint: too many notifications,2026-05-24T11:22:36.402Z,false
complaint-970,user-2325,too_many_notifications,email,MKTX-003,User complaint: too many notifications,2026-06-06T10:37:36.402Z,true
complaint-971,user-9536,too_many_notifications,in_app,RISK-003,User complaint: too many notifications,2026-05-29T13:53:36.402Z,true
complaint-972,user-6580,too_many_notifications,push,REGX-001,User complaint: too many notifications,2026-06-12T10:47:36.402Z,true
complaint-973,user-4973,wrong_time,email,TXNX-002,User complaint: wrong time,2026-06-06T11:53:36.402Z,true
complaint-974,user-7496,too_many_notifications,sms,REGX-004,User complaint: too many notifications,2026-06-04T10:31:36.402Z,false
complaint-975,user-9375,wrong_time,whatsapp,RISK-005,User complaint: wrong time,2026-06-05T12:27:36.402Z,true
complaint-976,user-2407,missing_critical_notification,in_app,SIPX-002,User complaint: missing critical notification,2026-06-12T10:26:36.402Z,true
complaint-977,user-9156,wrong_time,whatsapp,TXNX-001,User complaint: wrong time,2026-06-14T10:26:36.402Z,false
complaint-978,user-4374,wrong_channel,email,REGX-004,User complaint: wrong channel,2026-06-10T10:24:36.402Z,false
complaint-979,user-267,wrong_time,push,TXNX-005,User complaint: wrong time,2026-05-19T13:48:36.402Z,true
complaint-980,user-4483,too_many_notifications,whatsapp,TXNX-004,User complaint: too many notifications,2026-06-07T11:03:36.402Z,true
complaint-981,user-7836,too_many_notifications,email,SIPX-003,User complaint: too many notifications,2026-05-23T10:26:36.402Z,true
complaint-982,user-1557,wrong_channel,in_app,TXNX-002,User complaint: wrong channel,2026-06-10T10:17:36.402Z,true
complaint-983,user-2430,wrong_channel,push,TXNX-003,User complaint: wrong channel,2026-05-26T10:26:36.402Z,true
complaint-984,user-6635,missing_critical_notification,push,TXNX-001,User complaint: missing critical notification,2026-05-26T11:14:36.402Z,true
complaint-985,user-5397,too_many_notifications,whatsapp,REGX-004,User complaint: too many notifications,2026-06-15T11:41:36.402Z,true
complaint-986,user-3425,too_many_notifications,whatsapp,TXNX-005,User complaint: too many notifications,2026-06-11T12:54:36.402Z,true
complaint-987,user-3860,wrong_channel,push,TXNX-004,User complaint: wrong channel,2026-06-15T09:27:36.402Z,false
complaint-988,user-8679,wrong_time,email,MKTX-002,User complaint: wrong time,2026-05-29T13:50:36.402Z,true
complaint-989,user-8038,wrong_time,push,TXNX-005,User complaint: wrong time,2026-05-29T13:19:36.402Z,false
complaint-990,user-9449,wrong_time,whatsapp,RISK-002,User complaint: wrong time,2026-05-21T10:26:36.402Z,true
complaint-991,user-8600,irrelevant_content,whatsapp,TXNX-004,User complaint: irrelevant content,2026-05-27T09:57:36.402Z,true
complaint-992,user-6946,irrelevant_content,whatsapp,RISK-002,User complaint: irrelevant content,2026-05-20T13:13:36.402Z,true
complaint-993,user-9034,wrong_channel,in_app,SIPX-003,User complaint: wrong channel,2026-05-24T12:44:36.402Z,true
complaint-994,user-900,irrelevant_content,email,REGX-004,User complaint: irrelevant content,2026-05-25T09:27:36.402Z,false
complaint-995,user-4942,too_many_notifications,push,SIPX-002,User complaint: too many notifications,2026-06-03T08:05:36.402Z,true
complaint-996,user-8936,missing_critical_notification,in_app,TXNX-003,User complaint: missing critical notification,2026-05-19T09:44:36.402Z,false
complaint-997,user-1935,wrong_channel,in_app,SIPX-001,User complaint: wrong channel,2026-06-13T12:17:36.402Z,false
complaint-998,user-8014,irrelevant_content,push,TXNX-005,User complaint: irrelevant content,2026-06-09T13:08:36.402Z,false
complaint-999,user-8347,wrong_time,sms,MKTX-001,User complaint: wrong time,2026-06-17T10:26:36.402Z,false
complaint-1000,user-5318,missing_critical_notification,push,MKTX-002,User complaint: missing critical notification,2026-06-11T10:39:36.402Z,true
complaint-1001,user-2701,too_many_notifications,push,RISK-005,User complaint: too many notifications,2026-05-26T10:54:36.402Z,false
complaint-1002,user-5163,too_many_notifications,in_app,REGX-001,User complaint: too many notifications,2026-06-12T10:21:36.402Z,true
complaint-1003,user-2575,wrong_channel,email,RISK-002,User complaint: wrong channel,2026-05-29T09:41:36.402Z,true
complaint-1004,user-2935,wrong_time,sms,TXNX-004,User complaint: wrong time,2026-05-26T11:09:36.402Z,true
complaint-1005,user-638,too_many_notifications,email,RISK-003,User complaint: too many notifications,2026-06-06T10:26:36.402Z,true
complaint-1006,user-6455,wrong_channel,whatsapp,RISK-001,User complaint: wrong channel,2026-05-19T12:13:36.402Z,true
complaint-1007,user-9401,too_many_notifications,push,RISK-004,User complaint: too many notifications,2026-06-04T11:01:36.402Z,true
complaint-1008,user-7643,irrelevant_content,sms,TXNX-001,User complaint: irrelevant content,2026-05-22T13:13:36.402Z,true
complaint-1009,user-4290,wrong_time,in_app,MKTX-001,User complaint: wrong time,2026-05-25T08:55:36.402Z,false
complaint-1010,user-1977,irrelevant_content,push,REGX-002,User complaint: irrelevant content,2026-05-27T10:12:36.402Z,false
complaint-1011,user-2797,too_many_notifications,push,SIPX-004,User complaint: too many notifications,2026-06-07T12:12:36.402Z,false
complaint-1012,user-7731,irrelevant_content,email,SIPX-001,User complaint: irrelevant content,2026-05-21T10:26:36.402Z,true
complaint-1013,user-5220,too_many_notifications,in_app,TXNX-002,User complaint: too many notifications,2026-06-06T11:16:36.402Z,false
complaint-1014,user-8076,wrong_channel,whatsapp,RISK-002,User complaint: wrong channel,2026-05-30T11:05:36.402Z,true
complaint-1015,user-571,wrong_time,in_app,SIPX-003,User complaint: wrong time,2026-05-25T08:21:36.402Z,false
complaint-1016,user-6100,irrelevant_content,email,TXNX-002,User complaint: irrelevant content,2026-06-07T11:33:36.402Z,true
complaint-1017,user-5839,irrelevant_content,whatsapp,TXNX-001,User complaint: irrelevant content,2026-06-11T12:33:36.402Z,true
complaint-1018,user-6530,wrong_time,in_app,SIPX-003,User complaint: wrong time,2026-06-06T09:38:36.402Z,true
complaint-1019,user-9188,irrelevant_content,push,RISK-002,User complaint: irrelevant content,2026-06-03T11:17:36.402Z,true
complaint-1020,user-5752,too_many_notifications,push,RISK-004,User complaint: too many notifications,2026-06-08T12:27:36.402Z,false
complaint-1021,user-570,wrong_time,sms,TXNX-003,User complaint: wrong time,2026-06-08T09:55:36.402Z,false
complaint-1022,user-2563,too_many_notifications,in_app,REGX-003,User complaint: too many notifications,2026-06-12T09:23:36.402Z,true
complaint-1023,user-201,wrong_time,whatsapp,TXNX-001,User complaint: wrong time,2026-06-17T10:19:36.402Z,false
complaint-1024,user-8075,too_many_notifications,push,SIPX-001,User complaint: too many notifications,2026-06-12T08:05:36.402Z,false
complaint-1025,user-5584,missing_critical_notification,push,TXNX-002,User complaint: missing critical notification,2026-06-10T10:09:36.402Z,true
complaint-1026,user-7772,too_many_notifications,whatsapp,REGX-005,User complaint: too many notifications,2026-06-12T08:23:36.402Z,true
complaint-1027,user-4606,too_many_notifications,in_app,SIPX-002,User complaint: too many notifications,2026-06-07T09:34:36.402Z,false
complaint-1028,user-4447,wrong_time,in_app,TXNX-003,User complaint: wrong time,2026-05-21T12:21:36.402Z,true
complaint-1029,user-9323,wrong_time,whatsapp,TXNX-005,User complaint: wrong time,2026-06-07T10:37:36.402Z,false
complaint-1030,user-7297,irrelevant_content,email,TXNX-004,User complaint: irrelevant content,2026-06-08T12:28:36.402Z,false
complaint-1031,user-146,too_many_notifications,email,MKTX-001,User complaint: too many notifications,2026-06-11T08:22:36.402Z,false
complaint-1032,user-3051,irrelevant_content,push,REGX-004,User complaint: irrelevant content,2026-06-09T12:41:36.402Z,true
complaint-1033,user-4761,wrong_time,in_app,MKTX-003,User complaint: wrong time,2026-06-01T10:26:36.402Z,true
complaint-1034,user-4642,irrelevant_content,email,SIPX-004,User complaint: irrelevant content,2026-06-11T09:02:36.402Z,true
complaint-1035,user-1173,irrelevant_content,push,MKTX-003,User complaint: irrelevant content,2026-06-13T12:37:36.402Z,false
complaint-1036,user-7511,too_many_notifications,push,SIPX-005,User complaint: too many notifications,2026-06-15T08:34:36.402Z,true
complaint-1037,user-2499,wrong_time,email,REGX-001,User complaint: wrong time,2026-06-07T12:45:36.402Z,false
complaint-1038,user-8948,wrong_time,email,TXNX-003,User complaint: wrong time,2026-06-05T09:54:36.402Z,false
complaint-1039,user-4977,irrelevant_content,sms,RISK-001,User complaint: irrelevant content,2026-05-25T09:25:36.402Z,true
complaint-1040,user-6121,wrong_time,push,MKTX-005,User complaint: wrong time,2026-06-06T11:49:36.402Z,false
complaint-1041,user-8397,wrong_time,email,RISK-001,User complaint: wrong time,2026-06-10T11:42:36.402Z,true
complaint-1042,user-1697,too_many_notifications,sms,TXNX-002,User complaint: too many notifications,2026-06-05T09:48:36.402Z,false
complaint-1043,user-7842,too_many_notifications,in_app,REGX-002,User complaint: too many notifications,2026-05-22T10:06:36.402Z,false
complaint-1044,user-2401,wrong_time,in_app,SIPX-001,User complaint: wrong time,2026-06-13T09:59:36.402Z,true
complaint-1045,user-6248,too_many_notifications,push,TXNX-001,User complaint: too many notifications,2026-06-01T08:08:36.402Z,true
complaint-1046,user-8983,too_many_notifications,email,TXNX-004,User complaint: too many notifications,2026-05-24T08:27:36.402Z,true
complaint-1047,user-5425,too_many_notifications,in_app,RISK-003,User complaint: too many notifications,2026-05-19T08:33:36.402Z,true
complaint-1048,user-4370,too_many_notifications,sms,RISK-001,User complaint: too many notifications,2026-06-15T13:06:36.402Z,true
complaint-1049,user-7200,missing_critical_notification,sms,TXNX-005,User complaint: missing critical notification,2026-06-03T13:02:36.402Z,false
complaint-1050,user-7506,too_many_notifications,sms,RISK-004,User complaint: too many notifications,2026-06-15T09:06:36.402Z,false
complaint-1051,user-859,missing_critical_notification,in_app,SIPX-002,User complaint: missing critical notification,2026-05-25T11:56:36.402Z,true
complaint-1052,user-4743,too_many_notifications,push,TXNX-003,User complaint: too many notifications,2026-06-08T10:26:36.402Z,true
complaint-1053,user-6347,too_many_notifications,whatsapp,TXNX-005,User complaint: too many notifications,2026-06-13T08:51:36.402Z,false
complaint-1054,user-2509,too_many_notifications,push,MKTX-003,User complaint: too many notifications,2026-06-10T11:10:36.402Z,true
complaint-1055,user-6350,too_many_notifications,email,TXNX-005,User complaint: too many notifications,2026-06-06T10:07:36.402Z,true
complaint-1056,user-5819,too_many_notifications,push,RISK-005,User complaint: too many notifications,2026-06-13T10:26:36.402Z,false
complaint-1057,user-4513,irrelevant_content,push,RISK-001,User complaint: irrelevant content,2026-06-13T13:24:36.402Z,true
complaint-1058,user-8409,wrong_channel,whatsapp,RISK-005,User complaint: wrong channel,2026-05-28T08:28:36.402Z,true
complaint-1059,user-612,irrelevant_content,in_app,REGX-002,User complaint: irrelevant content,2026-06-07T11:19:36.402Z,true
complaint-1060,user-7893,wrong_time,push,RISK-002,User complaint: wrong time,2026-06-14T11:32:36.402Z,true
complaint-1061,user-8429,wrong_time,sms,REGX-002,User complaint: wrong time,2026-06-09T10:26:36.402Z,true
complaint-1062,user-5772,irrelevant_content,email,SIPX-005,User complaint: irrelevant content,2026-06-06T08:44:36.402Z,true
complaint-1063,user-4713,too_many_notifications,whatsapp,TXNX-003,User complaint: too many notifications,2026-06-09T12:07:36.402Z,true
complaint-1064,user-4003,wrong_channel,sms,RISK-001,User complaint: wrong channel,2026-05-25T10:42:36.402Z,true
complaint-1065,user-7306,missing_critical_notification,push,TXNX-001,User complaint: missing critical notification,2026-05-20T10:26:36.402Z,true
complaint-1066,user-2546,too_many_notifications,in_app,TXNX-004,User complaint: too many notifications,2026-05-28T09:32:36.402Z,true
complaint-1067,user-9130,missing_critical_notification,push,RISK-001,User complaint: missing critical notification,2026-06-17T13:02:36.402Z,false
complaint-1068,user-2871,too_many_notifications,sms,SIPX-004,User complaint: too many notifications,2026-06-11T10:26:36.402Z,false
complaint-1069,user-6495,wrong_time,push,TXNX-003,User complaint: wrong time,2026-05-27T11:19:36.402Z,true
complaint-1070,user-8262,irrelevant_content,sms,TXNX-003,User complaint: irrelevant content,2026-06-08T12:59:36.402Z,true
complaint-1071,user-6949,wrong_time,in_app,RISK-001,User complaint: wrong time,2026-05-29T10:26:36.402Z,true
complaint-1072,user-488,too_many_notifications,sms,RISK-004,User complaint: too many notifications,2026-05-20T10:26:36.402Z,true
complaint-1073,user-7483,missing_critical_notification,whatsapp,RISK-004,User complaint: missing critical notification,2026-05-27T11:34:36.402Z,true
complaint-1074,user-7895,too_many_notifications,email,TXNX-004,User complaint: too many notifications,2026-06-08T13:05:36.402Z,false
complaint-1075,user-8410,missing_critical_notification,push,TXNX-002,User complaint: missing critical notification,2026-06-01T09:28:36.402Z,true
complaint-1076,user-6467,too_many_notifications,push,TXNX-005,User complaint: too many notifications,2026-06-09T13:02:36.402Z,true
complaint-1077,user-3912,wrong_time,push,TXNX-003,User complaint: wrong time,2026-06-04T10:20:36.402Z,true
complaint-1078,user-4200,too_many_notifications,email,RISK-005,User complaint: too many notifications,2026-06-06T09:25:36.402Z,true
complaint-1079,user-3181,wrong_channel,in_app,TXNX-005,User complaint: wrong channel,2026-05-20T09:16:36.402Z,true
complaint-1080,user-8665,wrong_time,in_app,TXNX-003,User complaint: wrong time,2026-05-31T10:26:36.402Z,false
complaint-1081,user-299,too_many_notifications,email,TXNX-004,User complaint: too many notifications,2026-06-01T08:41:36.402Z,false
complaint-1082,user-5433,irrelevant_content,push,MKTX-002,User complaint: irrelevant content,2026-05-22T11:48:36.402Z,true
complaint-1083,user-5792,wrong_channel,whatsapp,RISK-005,User complaint: wrong channel,2026-06-05T08:27:36.402Z,true
complaint-1084,user-7356,too_many_notifications,in_app,MKTX-004,User complaint: too many notifications,2026-06-02T10:17:36.402Z,true
complaint-1085,user-8464,irrelevant_content,email,SIPX-001,User complaint: irrelevant content,2026-06-08T10:49:36.402Z,true
complaint-1086,user-9033,too_many_notifications,sms,TXNX-004,User complaint: too many notifications,2026-06-16T09:44:36.402Z,false
complaint-1087,user-8700,too_many_notifications,whatsapp,REGX-005,User complaint: too many notifications,2026-05-24T11:10:36.402Z,true
complaint-1088,user-8972,wrong_time,email,RISK-002,User complaint: wrong time,2026-05-30T10:29:36.402Z,true
complaint-1089,user-3375,too_many_notifications,whatsapp,MKTX-003,User complaint: too many notifications,2026-05-23T10:07:36.402Z,true
complaint-1090,user-4107,irrelevant_content,email,TXNX-004,User complaint: irrelevant content,2026-06-07T10:26:36.402Z,false
complaint-1091,user-8753,irrelevant_content,whatsapp,TXNX-004,User complaint: irrelevant content,2026-06-14T10:26:36.402Z,true
complaint-1092,user-9419,irrelevant_content,email,TXNX-004,User complaint: irrelevant content,2026-06-05T10:52:36.402Z,false
complaint-1093,user-5468,irrelevant_content,email,RISK-002,User complaint: irrelevant content,2026-06-15T11:28:36.402Z,false
complaint-1094,user-3149,wrong_channel,sms,MKTX-002,User complaint: wrong channel,2026-06-15T13:46:36.402Z,true
complaint-1095,user-5112,too_many_notifications,email,REGX-001,User complaint: too many notifications,2026-05-25T12:03:36.402Z,true
complaint-1096,user-1499,too_many_notifications,push,RISK-001,User complaint: too many notifications,2026-06-09T13:31:36.402Z,false
complaint-1097,user-554,wrong_time,in_app,TXNX-003,User complaint: wrong time,2026-06-02T13:18:36.402Z,false
complaint-1098,user-4222,wrong_time,in_app,RISK-004,User complaint: wrong time,2026-05-26T10:26:36.402Z,false
complaint-1099,user-1537,too_many_notifications,email,MKTX-001,User complaint: too many notifications,2026-05-22T10:26:36.402Z,false
complaint-1100,user-3123,too_many_notifications,sms,RISK-003,User complaint: too many notifications,2026-05-19T13:32:36.402Z,false
complaint-1101,user-3310,missing_critical_notification,sms,TXNX-003,User complaint: missing critical notification,2026-06-10T09:27:36.402Z,false
complaint-1102,user-3652,too_many_notifications,in_app,TXNX-004,User complaint: too many notifications,2026-06-08T09:11:36.402Z,true
complaint-1103,user-8832,too_many_notifications,sms,MKTX-005,User complaint: too many notifications,2026-06-17T08:40:36.402Z,false
complaint-1104,user-4661,irrelevant_content,email,RISK-001,User complaint: irrelevant content,2026-06-03T08:50:36.402Z,false
complaint-1105,user-7203,wrong_time,email,TXNX-004,User complaint: wrong time,2026-06-04T13:22:36.402Z,true
complaint-1106,user-505,missing_critical_notification,whatsapp,RISK-001,User complaint: missing critical notification,2026-06-15T12:08:36.402Z,true
complaint-1107,user-2344,too_many_notifications,in_app,SIPX-003,User complaint: too many notifications,2026-06-16T08:24:36.402Z,false
complaint-1108,user-7618,too_many_notifications,whatsapp,MKTX-005,User complaint: too many notifications,2026-05-23T13:50:36.402Z,true
complaint-1109,user-9108,too_many_notifications,email,SIPX-005,User complaint: too many notifications,2026-06-06T13:52:36.402Z,true
complaint-1110,user-2135,too_many_notifications,in_app,MKTX-002,User complaint: too many notifications,2026-05-19T10:54:36.402Z,true
complaint-1111,user-4158,wrong_channel,in_app,MKTX-001,User complaint: wrong channel,2026-06-03T09:38:36.402Z,true
complaint-1112,user-1552,missing_critical_notification,in_app,TXNX-002,User complaint: missing critical notification,2026-06-09T12:16:36.402Z,false
complaint-1113,user-4338,wrong_channel,whatsapp,MKTX-002,User complaint: wrong channel,2026-06-12T10:26:36.402Z,false
complaint-1114,user-5748,missing_critical_notification,email,TXNX-005,User complaint: missing critical notification,2026-06-12T08:50:36.402Z,true
complaint-1115,user-5402,wrong_channel,push,MKTX-002,User complaint: wrong channel,2026-06-12T10:26:36.402Z,true
complaint-1116,user-8658,too_many_notifications,sms,MKTX-004,User complaint: too many notifications,2026-05-28T11:42:36.402Z,true
complaint-1117,user-424,irrelevant_content,push,REGX-002,User complaint: irrelevant content,2026-05-21T08:51:36.402Z,true
complaint-1118,user-6432,irrelevant_content,push,SIPX-005,User complaint: irrelevant content,2026-06-03T11:34:36.402Z,true
complaint-1119,user-5966,missing_critical_notification,push,MKTX-004,User complaint: missing critical notification,2026-06-14T09:08:36.402Z,true
complaint-1120,user-4999,too_many_notifications,sms,RISK-004,User complaint: too many notifications,2026-06-11T10:26:36.402Z,false
complaint-1121,user-9129,wrong_time,sms,TXNX-005,User complaint: wrong time,2026-05-20T10:26:36.402Z,true
complaint-1122,user-7097,wrong_channel,email,MKTX-002,User complaint: wrong channel,2026-05-29T08:04:36.402Z,false
complaint-1123,user-4292,wrong_channel,in_app,MKTX-005,User complaint: wrong channel,2026-05-20T10:25:36.402Z,true
complaint-1124,user-9755,too_many_notifications,push,SIPX-003,User complaint: too many notifications,2026-05-27T10:26:36.402Z,false
complaint-1125,user-3045,irrelevant_content,email,TXNX-003,User complaint: irrelevant content,2026-05-21T12:57:36.402Z,true
complaint-1126,user-9415,wrong_time,sms,RISK-002,User complaint: wrong time,2026-06-12T10:51:36.402Z,true
complaint-1127,user-3881,wrong_channel,in_app,SIPX-003,User complaint: wrong channel,2026-05-22T10:26:36.402Z,false
complaint-1128,user-2228,too_many_notifications,email,MKTX-004,User complaint: too many notifications,2026-05-31T10:43:36.402Z,true
complaint-1129,user-4550,too_many_notifications,push,RISK-002,User complaint: too many notifications,2026-06-08T13:47:36.402Z,true
complaint-1130,user-8239,wrong_time,email,SIPX-002,User complaint: wrong time,2026-05-29T11:29:36.402Z,true
complaint-1131,user-5483,too_many_notifications,email,SIPX-004,User complaint: too many notifications,2026-06-17T10:20:36.402Z,true
complaint-1132,user-1541,irrelevant_content,email,REGX-001,User complaint: irrelevant content,2026-05-19T10:00:36.402Z,true
complaint-1133,user-3310,irrelevant_content,whatsapp,TXNX-003,User complaint: irrelevant content,2026-05-29T10:26:36.402Z,true
complaint-1134,user-3666,irrelevant_content,whatsapp,REGX-002,User complaint: irrelevant content,2026-06-15T10:26:36.402Z,true
complaint-1135,user-6023,too_many_notifications,whatsapp,RISK-005,User complaint: too many notifications,2026-06-14T10:09:36.402Z,true
complaint-1136,user-8370,wrong_time,whatsapp,RISK-003,User complaint: wrong time,2026-06-12T10:15:36.402Z,false
complaint-1137,user-4518,irrelevant_content,whatsapp,SIPX-004,User complaint: irrelevant content,2026-05-28T12:52:36.402Z,false
complaint-1138,user-55,too_many_notifications,in_app,MKTX-001,User complaint: too many notifications,2026-05-22T10:26:36.402Z,false
complaint-1139,user-8841,too_many_notifications,sms,SIPX-005,User complaint: too many notifications,2026-05-28T10:26:36.402Z,false
complaint-1140,user-7096,too_many_notifications,push,MKTX-005,User complaint: too many notifications,2026-05-20T09:51:36.402Z,true
complaint-1141,user-2786,wrong_channel,in_app,MKTX-004,User complaint: wrong channel,2026-06-04T10:47:36.402Z,true
complaint-1142,user-4841,too_many_notifications,push,TXNX-003,User complaint: too many notifications,2026-06-17T12:45:36.402Z,false
complaint-1143,user-4617,irrelevant_content,in_app,TXNX-004,User complaint: irrelevant content,2026-05-26T11:29:36.402Z,false
complaint-1144,user-802,wrong_channel,email,TXNX-004,User complaint: wrong channel,2026-05-31T12:04:36.402Z,false
complaint-1145,user-7703,wrong_time,email,REGX-003,User complaint: wrong time,2026-05-25T13:28:36.402Z,false
complaint-1146,user-7201,wrong_channel,email,SIPX-002,User complaint: wrong channel,2026-06-14T08:34:36.402Z,true
complaint-1147,user-5913,wrong_time,whatsapp,SIPX-003,User complaint: wrong time,2026-06-17T08:16:36.402Z,true
complaint-1148,user-7906,wrong_time,email,RISK-002,User complaint: wrong time,2026-06-02T10:20:36.402Z,false
complaint-1149,user-1971,too_many_notifications,email,RISK-005,User complaint: too many notifications,2026-05-19T10:26:36.402Z,false
complaint-1150,user-1357,too_many_notifications,email,RISK-003,User complaint: too many notifications,2026-06-15T09:28:36.402Z,true
complaint-1151,user-8064,irrelevant_content,whatsapp,RISK-002,User complaint: irrelevant content,2026-05-23T10:26:36.402Z,false
complaint-1152,user-3859,too_many_notifications,email,RISK-005,User complaint: too many notifications,2026-06-12T10:26:36.402Z,true
complaint-1153,user-6605,irrelevant_content,sms,SIPX-003,User complaint: irrelevant content,2026-06-03T13:03:36.402Z,true
complaint-1154,user-3871,irrelevant_content,sms,REGX-002,User complaint: irrelevant content,2026-06-05T10:55:36.402Z,true
complaint-1155,user-6439,irrelevant_content,push,TXNX-005,User complaint: irrelevant content,2026-06-11T10:26:36.402Z,false
complaint-1156,user-2726,wrong_channel,push,SIPX-003,User complaint: wrong channel,2026-06-04T09:25:36.402Z,true
